주소,단지명_공시가격,세대수,사용승인일
경기도 부천소사구 옥길동 701-1,부천옥길엘에이치1단지,1454,2016-09-28
경기도 부천소사구 옥길동 739-1,제일풍경채제이드카운티2단지,574,2017-10-26
경기도 부천소사구 옥길동 742-1,옥길한신더휴,616,2017-10-27
경기도 부천소사구 옥길동 747-1,옥길데시앙아파트,924,2016-09-08
경기도 부천소사구 옥길동 748-1,엘에이치옥길센트럴힐,913,2017-07-10
경기도 부천소사구 옥길동 751-1,옥길브리즈힐,1304,2016-07-13
경기도 부천소사구 옥길동 771-1,옥길센트리뷰,1318,2017-12-08
경기도 부천소사구 옥길동 776-1,부천옥길자이,566,2018-01-26
경기도 부천소사구 옥길동 780-1,옥길호반베르디움,1420,2017-12-07
경기도 부천소사구 옥길동 786,부천옥길엘에이치8단지,270,2019-02-15
경기도 부천오정구 오정동 179,세종2,384,1995-08-22
경기도 부천오정구 오정동 373,창보,290,1999-11-13
경기도 부천오정구 오정동 547-4,삼두,230,1983-10-13
경기도 부천오정구 오정동 717,오정휴먼시아1단지,612,2006-10-17
경기도 부천오정구 오정동 726,오정휴먼시아2단지,501,2006-10-17
경기도 부천오정구 오정동 732,오정휴먼시아3단지,550,2006-07-06
경기도 부천오정구 여월동 296,여월휴먼시아1단지,1044,2007-11-23
경기도 부천오정구 여월동 313,여월휴먼시아(4단지),244,2010-06-30
경기도 부천오정구 여월동 316,여월휴먼시아(5단지),334,2010-06-30
경기도 부천오정구 여월동 320,여월휴먼시아2단지,781,2007-11-23
경기도 부천오정구 여월동 340,여월휴먼시아3단지,899,2007-11-20
경기도 부천오정구 작동 5,로얄,220,1990-12-31
경기도 부천오정구 작동 5-1,부천동도센트리움까치울숲,238,2021-05-24
경기도 부천오정구 원종동 70-1,동문1차,280,1990-07-07
경기도 부천오정구 원종동 121,동문5차,216,1998-07-30
경기도 부천오정구 원종동 129-8,영화,228,1998-04-30
경기도 부천오정구 원종동 129-52,원종주공,490,1988-11-20
경기도 부천오정구 원종동 180-3,동진1,250,1987-11-03
경기도 부천오정구 원종동 352,미성,296,1983-02-09
경기도 부천오정구 원종동 468,세창짜임,270,2004-09-03
경기도 부천오정구 원종동 470,원종동금호어울림,404,2011-02-07
경기도 부천오정구 고강동 246-2,고강1차,208,1985-12-13
경기도 부천오정구 고강동 249,고강3차,210,1986-10-08
경기도 부천오정구 고강동 327-7,동문미도(327-7),300,1989-10-06
경기도 광명시 광명동 200-6,광명한진타운,1633,1997-06-25
경기도 광명시 광명동 309-1,광명신원,217,1998-10-13
경기도 광명시 광명동 713,중앙하이츠2,282,1993-11-26
경기도 광명시 광명동 732,중앙하이츠1,909,1993-07-15
경기도 광명시 광명동 778,영화아이닉스,298,2005-09-29
경기도 광명시 광명동 779,현진에버빌,657,2005-11-11
경기도 광명시 광명동 781,월드메르디앙,577,2007-04-26
경기도 광명시 광명동 785,광명해모로이연,1267,2015-09-01
경기도 광명시 광명동 787-4,광명아크포레자이위브,2104,2021-04-16
경기도 광명시 광명동 788-1,광명푸르지오센트베르,1335,2022-10-27
경기도 광명시 철산동 55-1,광복현대,841,1998-02-05
경기도 광명시 철산동 58,우성,900,1990-01-03
경기도 광명시 철산동 241,주공13,2460,1986-07-10
경기도 광명시 철산동 245,쌍마한신,384,1992-10-31
경기도 광명시 철산동 367,철산한신,1568,1992-11-14
경기도 광명시 철산동 449,주공12,1800,1986-07-10
경기도 광명시 철산동 625,도덕파크타운2단지,1234,2001-09-07
경기도 광명시 철산동 625,도덕파크타운1단지,1117,2002-05-24
경기도 광명시 철산동 626-1,철산리버빌주공,401,2001-10-15
경기도 광명시 철산동 627,롯데낙천대,442,2005-02-18
경기도 광명시 철산동 628,브라운스톤,255,2006-06-21
경기도 광명시 철산동 629,두산위브,900,2007-03-29
경기도 광명시 철산동 630,브라운스톤2차,445,2007-05-23
경기도 광명시 철산동 631,광명푸르지오,426,2007-12-07
경기도 광명시 철산동 634,철산래미안자이,2072,2009-11-26
경기도 광명시 철산동 637,철산푸르지오하늘채,1264,2010-02-18
경기도 광명시 철산동 638,철산센트럴푸르지오,798,2021-02-26
경기도 광명시 철산동 639-1,철산역롯데캐슬&SKVIEW클래스티지,1313,2022-03-23
경기도 광명시 하안동 13,주공9,1818,1990-09-10
경기도 광명시 하안동 27,주공11,1080,1990-06-25
경기도 광명시 하안동 30,주공10,2032,1990-03-19
경기도 광명시 하안동 110,주공12,2392,1990-11-14
경기도 광명시 하안동 200,하안주공13단지,2066,1990-11-14
경기도 광명시 하안동 260,주공8(저층),250,1990-03-19
경기도 광명시 하안동 260,주공8(고층),1430,1990-03-19
경기도 광명시 하안동 295,주공7,1342,1990-03-19
경기도 광명시 하안동 296,주공6,1260,1990-03-19
경기도 광명시 하안동 650,주공3,2220,1989-10-10
경기도 광명시 하안동 651,주공4,1346,1989-10-10
경기도 광명시 하안동 681,주공2,866,1989-10-10
경기도 광명시 하안동 682,주공1,1980,1989-10-10
경기도 광명시 하안동 702,주공5,2176,1990-05-08
경기도 광명시 하안동 707-7,광명현대아파트,295,1995-12-11
경기도 광명시 하안동 707-9,하안현대아파트,298,1995-12-11
경기도 광명시 하안동 863,광명두산위브트레지움,1248,2009-11-02
경기도 광명시 하안동 864,이편한세상센트레빌,2815,2010-01-14
경기도 광명시 소하동 48-13,광명삼익,247,1998-07-01
경기도 광명시 소하동 48-55,동양메이저2차,763,2003-11-27
경기도 광명시 소하동 55,동양메이저1차,216,2000-06-17
경기도 광명시 소하동 940,미도3차,220,1994-03-14
경기도 광명시 소하동 1272,우림필유아파트,218,2005-10-25
경기도 광명시 소하동 1273,금호어울림,406,2006-02-07
경기도 광명시 소하동 1284,광명소하휴먼시아1단지,593,2009-09-01
경기도 광명시 소하동 1288,광명소하휴먼시아2단지,609,2010-06-21
경기도 광명시 소하동 1289,광명소하휴먼시아3단지,413,2009-12-18
경기도 광명시 소하동 1292,광명소하휴먼시아4단지,898,2009-08-03
경기도 광명시 소하동 1294,광명소하휴먼시아5단지,731,2009-12-15
경기도 광명시 소하동 1324,광명소하휴먼시아6단지,1174,2009-06-24
경기도 광명시 소하동 1348,광명소하휴먼시아7단지,701,2010-03-17
경기도 광명시 소하동 1363,광명신촌휴먼시아1단지,859,2010-10-29
경기도 광명시 소하동 1366,광명신촌휴먼시아2단지,875,2010-10-29
경기도 광명시 소하동 1373,광명역세권휴먼시아1단지,1354,2010-12-07
경기도 광명시 소하동 1378,광명역세권휴먼시아3단지,797,2011-02-08
경기도 광명시 소하동 1387,광명역세권휴먼시아4단지,730,2010-11-30
경기도 광명시 소하동 1389,광명역세권메트로포레,407,2011-02-08
경기도 광명시 소하동 1391,광명역세권휴먼시아2단지,754,2010-12-07
경기도 광명시 일직동 512,유-플래닛태영데시앙,1500,2019-12-31
경기도 광명시 일직동 513,광명역써밋플레이스,1430,2018-02-19
경기도 광명시 일직동 517,광명역센트럴자이,1005,2018-12-24
경기도 광명시 일직동 518,광명역파크자이,875,2017-07-27
경기도 광명시 일직동 519,광명역푸르지오,640,2017-08-08
경기도 평택시 서정동 263-1,휴먼파크리움,252,2018-05-28
경기도 평택시 서정동 303-6,서정역꿈의도시두드림주상복합,298,2018-06-29
경기도 평택시 서정동 304-5,서정트인자리애1차,255,2017-04-07
경기도 평택시 서정동 313-14,대양아리스타,236,2018-02-08
경기도 평택시 서정동 319-3,신한헤센스마트서정아트타워,299,2018-03-23
경기도 평택시 서정동 433-7,서정벨루스하임,299,2016-12-29
경기도 평택시 서정동 433-23,서정스마트빌듀오3차,299,2016-11-25
경기도 평택시 서정동 433-26,서정메트로하임,299,2016-12-29
경기도 평택시 서정동 793,동산1,230,1998-11-23
경기도 평택시 서정동 793,동산2,290,1989-10-26
경기도 평택시 서정동 794,세경1,240,1987-07-13
경기도 평택시 서정동 826-4,금호타운,648,1996-10-21
경기도 평택시 서정동 909-1,주공3,380,1988-08-22
경기도 평택시 서정동 1116,평택the#,718,2009-06-29
경기도 평택시 서정동 1121,평택서정동롯데캐슬,828,2010-01-29
경기도 평택시 서정동 1135,힐스테이트평택더퍼스트,1107,2024-09-02
경기도 평택시 장당동 473-1,효명,215,1991-11-18
경기도 평택시 장당동 628,우미이노스빌3차,247,2006-03-16
경기도 평택시 장당동 629,한국아델리움,331,2005-02-05
경기도 평택시 장당동 631,제일하이빌1차,714,2005-02-23
경기도 평택시 장당동 632,우미이노스빌2차,420,2005-04-08
경기도 평택시 장당동 633,우미이노스빌1차,499,2005-04-08
경기도 평택시 장당동 634,제일하이빌2차,286,2005-02-23
경기도 평택시 장당동 660,제일풍경채장당센트럴,448,2018-02-23
경기도 평택시 칠괴동 601,우림필유,352,2006-05-30
경기도 평택시 칠원동 499,동광,769,2003-11-11
경기도 평택시 칠원동 542,평택지제역동문굿모닝힐맘시티1단지,852,2019-08-27
경기도 평택시 칠원동 559,평택지제역동문굿모닝힐맘시티2단지,1030,2019-08-27
경기도 평택시 칠원동 595,평택지제역동문굿모닝힐맘시티4단지,921,2019-08-27
경기도 평택시 칠원동 613,평택지제역동문굿모닝힐맘시티3단지,1134,2021-08-13
경기도 평택시 칠원동 620,평택지제역동문디이스트5단지,741,2024-02-28
경기도 평택시 가재동 639,우림필유,590,2006-07-21
경기도 평택시 장안동 619,평택장안마을코오롱하늘채,1943,2013-04-22
경기도 평택시 이충동 381,현대(이충),1266,1992-10-21
경기도 평택시 이충동 452-2,서정스마트빌듀오2차,287,2016-05-11
경기도 평택시 이충동 456-1,서정스마트빌듀오1차,225,2016-02-29
경기도 평택시 이충동 457-21,고덕시티,299,2020-01-22
경기도 평택시 이충동 460-2,고덕코아루더블루시티,299,2021-06-25
경기도 평택시 이충동 463,서정라페온빌3차,284,2018-11-14
경기도 평택시 이충동 478,주공4,490,1990-04-25
경기도 평택시 이충동 589-5,이충동부영1단지,400,1996-05-25
경기도 평택시 이충동 591-2,LIG아파트,560,1997-10-31
경기도 평택시 이충동 592,미주3(이충),690,1996-12-31
경기도 평택시 이충동 593,이충동부영2단지,550,1996-05-25
경기도 평택시 이충동 594-2,이충동부영3단지,600,1996-05-25
경기도 평택시 이충동 607,우미이노스빌5차,306,2006-03-16
경기도 평택시 이충동 674,정암마을뜨란채,733,2006-08-07
경기도 평택시 이충동 680,반지마을주공,1035,2006-08-10
경기도 평택시 이충동 688,반지마을주공,879,2006-04-28
경기도 평택시 이충동 693,휴먼시아추담마을,489,2007-06-04
경기도 평택시 지산동 781-9,이한렉스빌플러스,299,2017-07-28
경기도 평택시 지산동 1028,제일,300,1991-12-02
경기도 평택시 지산동 1029,삼익쌍용아파트,360,1992-06-20
경기도 평택시 지산동 1089,현대(지산),299,1992-11-09
경기도 평택시 지산동 1091,미주(지산1091),216,1992-10-31
경기도 평택시 지산동 1093,한양청솔,289,1996-08-30
경기도 평택시 지산동 1094,건영(지산),562,1993-03-29
경기도 평택시 지산동 1095,우성,414,1992-10-02
경기도 평택시 지산동 1134,미주2(지산1134),550,1994-11-23
경기도 평택시 지산동 1135,아주,670,1994-07-22
경기도 평택시 지산동 1217,케이씨씨스위첸,506,2006-12-26
경기도 평택시 지산동 1250,지산코아루,305,2011-01-28
경기도 평택시 독곡동 464,라이프,483,1992-12-19
경기도 평택시 독곡동 468,삼익,364,1994-05-24
경기도 평택시 독곡동 473,한일,450,1993-09-03
경기도 평택시 독곡동 474,아주2,286,1995-05-08
경기도 평택시 독곡동 475,동부,336,1993-12-20
경기도 평택시 독곡동 491,대림,264,1994-07-20
경기도 평택시 신장동 243-3,평택송탄역클래시아,287,2017-05-25
경기도 평택시 신장동 694,송탄역서희스타힐스,527,2019-11-29
경기도 평택시 평택동 35-10,평택역코아루두드림,210,2019-04-08
경기도 평택시 평택동 35-28,동우자인채센트럴,299,2018-05-08
경기도 평택시 평택동 64-5,라페온빌II,299,2017-08-24
경기도 평택시 평택동 316,롯데인벤스스카이,396,2008-11-28
경기도 평택시 통복동 88-2,꿈의도시두드림,298,2017-10-27
경기도 평택시 통복동 477,삼성,624,1993-05-17
경기도 평택시 통복동 539-2,동아2,218,1994-05-28
경기도 평택시 통복동 733,평택역SKVIEW,1328,2021-10-22
경기도 평택시 군문동 360,군문주공2,1035,1999-03-22
경기도 평택시 군문동 370,평택군문1단지주공,690,1999-03-22
경기도 평택시 합정동 736-4,평택비티온유안앨리츠,299,2019-09-30
경기도 평택시 합정동 829,"주공3,4",1164,1992-04-02
경기도 평택시 합정동 870,참이슬,862,1999-08-26
경기도 평택시 합정동 880,SK합정,227,2003-08-13
경기도 평택시 합정동 가-,평택뉴비전엘크루,1396,2021-10-26
경기도 평택시 비전동 236-22,동아목련,418,1993-10-18
경기도 평택시 비전동 800,한성,486,1997-11-15
경기도 평택시 비전동 800-1,은행,300,1991-06-29
경기도 평택시 비전동 804,신세계타운,240,2001-05-11
경기도 평택시 비전동 813,엘지덕동,494,1994-09-24
경기도 평택시 비전동 813-1,태산,516,1994-11-11
경기도 평택시 비전동 828,동아동백,213,1994-11-11
경기도 평택시 비전동 828-1,태산신그린,264,1995-11-14
경기도 평택시 비전동 828-2,현대이화,724,1993-08-27
경기도 평택시 비전동 874,시대한우리,550,1995-03-17
경기도 평택시 비전동 876,한빛,448,1997-01-31
경기도 평택시 비전동 877,동성한아름,234,1994-08-26
경기도 평택시 비전동 878-5,동아모란,258,1995-03-30
경기도 평택시 비전동 879-5,비전현대,424,1994-11-14
경기도 평택시 비전동 881,신명나리,306,1995-11-21
경기도 평택시 비전동 887,문화,500,1994-09-29
경기도 평택시 비전동 889,벽산,368,1994-06-03
경기도 평택시 비전동 931,비전경남아너스빌,903,2009-11-16
경기도 평택시 비전동 946,비전롯데캐슬,553,2011-01-27
